scientific_name,image_url,clean_name,filename,generated_filename,raw_filename
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031865_03_print.jpg,Evernia_prunastri,ASUL031865_03_print.jpg,8464d2eb3565ab1c364ef1ea2b39afa7.jpg,ASUL031865_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031942_03_print.jpg,Evernia_prunastri,ASUL031942_03_print.jpg,ed95e73351305d09c1fdc9f4a2279139.jpg,ASUL031942_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031918_03_print.jpg,Evernia_prunastri,ASUL031918_03_print.jpg,1ee8aac207c150e8df92cb4434add8eb.jpg,ASUL031918_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031862_03_print.jpg,Evernia_prunastri,ASUL031862_03_print.jpg,de17f581bda3bf7bb4116a2a3748b0d0.jpg,ASUL031862_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031867_02_print.jpg,Evernia_prunastri,ASUL031867_02_print.jpg,f0056e4ec85cb7d212071d06b39f389e.jpg,ASUL031867_02_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031905_03_print.jpg,Evernia_prunastri,ASUL031905_03_print.jpg,7179cfe4861bc05951b433d349dc9430.jpg,ASUL031905_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031928_03_print.jpg,Evernia_prunastri,ASUL031928_03_print.jpg,6b5701cfa295793530d7f69c3aaeab11.jpg,ASUL031928_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031941_03_print.jpg,Evernia_prunastri,ASUL031941_03_print.jpg,2ac32fade14aa9034287f25c6edee691.jpg,ASUL031941_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031940_03_print.jpg,Evernia_prunastri,ASUL031940_03_print.jpg,67a63c439f78b26c10b6c700d7ce4f85.jpg,ASUL031940_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031947_02_print.jpg,Evernia_prunastri,ASUL031947_02_print.jpg,a8a6ed59cff59e779c97b2bf2e946fb9.jpg,ASUL031947_02_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031919_03_print.jpg,Evernia_prunastri,ASUL031919_03_print.jpg,8bcfe71254fd13c1a32ee593b33a71a5.jpg,ASUL031919_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031906_04_print.jpg,Evernia_prunastri,ASUL031906_04_print.jpg,130a9bc82ff9af1ef23269ca3b46195a.jpg,ASUL031906_04_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031894_03_print.jpg,Evernia_prunastri,ASUL031894_03_print.jpg,42fcdc0f168ec80372cce7d8a34d2dc7.jpg,ASUL031894_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031922_03_print.jpg,Evernia_prunastri,ASUL031922_03_print.jpg,91f3777c41799fbeb1739e095d0b86bc.jpg,ASUL031922_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031916_04_print.jpg,Evernia_prunastri,ASUL031916_04_print.jpg,a9b3fab9bff287599eb06a48bfe31920.jpg,ASUL031916_04_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031907_03_print.jpg,Evernia_prunastri,ASUL031907_03_print.jpg,f6103c0ae965542c1e3b9856d1d692a2.jpg,ASUL031907_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031943_03_print.jpg,Evernia_prunastri,ASUL031943_03_print.jpg,c681d6bfb13a0c81b5b63d87c680421d.jpg,ASUL031943_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031911_04_print.jpg,Evernia_prunastri,ASUL031911_04_print.jpg,e1af49b00cec0bf7ef46395e31dfeee5.jpg,ASUL031911_04_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031909_03_print.jpg,Evernia_prunastri,ASUL031909_03_print.jpg,e12371f6249556401888dee368705c55.jpg,ASUL031909_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031876_03_print.jpg,Evernia_prunastri,ASUL031876_03_print.jpg,4b70fa4b721e4765748a8a5daf4cc972.jpg,ASUL031876_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031921_04_print.jpg,Evernia_prunastri,ASUL031921_04_print.jpg,f8960f7ec64ed2d60384498fa39e48f5.jpg,ASUL031921_04_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031899_03_print.jpg,Evernia_prunastri,ASUL031899_03_print.jpg,d0d0286d7197d0bc3517d06bd0e290ee.jpg,ASUL031899_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031872_03_print.jpg,Evernia_prunastri,ASUL031872_03_print.jpg,4427f31a93a9a61f861a387606db1988.jpg,ASUL031872_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031852_03_print.jpg,Evernia_prunastri,ASUL031852_03_print.jpg,b9d516bbe4548082f8821e083cb3460f.jpg,ASUL031852_03_print.jpg
Evernia prunastri,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031939_03_print.jpg,Evernia_prunastri,ASUL031939_03_print.jpg,25b81cbc894d3a8e3b89915b96d1989d.jpg,ASUL031939_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031872_03_print.jpg,Unguiculariopsis_lettaui,ASUL031872_03_print.jpg,4427f31a93a9a61f861a387606db1988.jpg,ASUL031872_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031865_03_print.jpg,Unguiculariopsis_lettaui,ASUL031865_03_print.jpg,8464d2eb3565ab1c364ef1ea2b39afa7.jpg,ASUL031865_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031867_02_print.jpg,Unguiculariopsis_lettaui,ASUL031867_02_print.jpg,f0056e4ec85cb7d212071d06b39f389e.jpg,ASUL031867_02_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031905_03_print.jpg,Unguiculariopsis_lettaui,ASUL031905_03_print.jpg,7179cfe4861bc05951b433d349dc9430.jpg,ASUL031905_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031899_03_print.jpg,Unguiculariopsis_lettaui,ASUL031899_03_print.jpg,d0d0286d7197d0bc3517d06bd0e290ee.jpg,ASUL031899_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031947_02_print.jpg,Unguiculariopsis_lettaui,ASUL031947_02_print.jpg,a8a6ed59cff59e779c97b2bf2e946fb9.jpg,ASUL031947_02_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031942_03_print.jpg,Unguiculariopsis_lettaui,ASUL031942_03_print.jpg,ed95e73351305d09c1fdc9f4a2279139.jpg,ASUL031942_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031940_03_print.jpg,Unguiculariopsis_lettaui,ASUL031940_03_print.jpg,67a63c439f78b26c10b6c700d7ce4f85.jpg,ASUL031940_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031941_03_print.jpg,Unguiculariopsis_lettaui,ASUL031941_03_print.jpg,2ac32fade14aa9034287f25c6edee691.jpg,ASUL031941_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031939_03_print.jpg,Unguiculariopsis_lettaui,ASUL031939_03_print.jpg,25b81cbc894d3a8e3b89915b96d1989d.jpg,ASUL031939_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031911_04_print.jpg,Unguiculariopsis_lettaui,ASUL031911_04_print.jpg,e1af49b00cec0bf7ef46395e31dfeee5.jpg,ASUL031911_04_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031907_03_print.jpg,Unguiculariopsis_lettaui,ASUL031907_03_print.jpg,f6103c0ae965542c1e3b9856d1d692a2.jpg,ASUL031907_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031916_04_print.jpg,Unguiculariopsis_lettaui,ASUL031916_04_print.jpg,a9b3fab9bff287599eb06a48bfe31920.jpg,ASUL031916_04_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031909_03_print.jpg,Unguiculariopsis_lettaui,ASUL031909_03_print.jpg,e12371f6249556401888dee368705c55.jpg,ASUL031909_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031894_03_print.jpg,Unguiculariopsis_lettaui,ASUL031894_03_print.jpg,42fcdc0f168ec80372cce7d8a34d2dc7.jpg,ASUL031894_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031862_03_print.jpg,Unguiculariopsis_lettaui,ASUL031862_03_print.jpg,de17f581bda3bf7bb4116a2a3748b0d0.jpg,ASUL031862_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031918_03_print.jpg,Unguiculariopsis_lettaui,ASUL031918_03_print.jpg,1ee8aac207c150e8df92cb4434add8eb.jpg,ASUL031918_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031921_04_print.jpg,Unguiculariopsis_lettaui,ASUL031921_04_print.jpg,f8960f7ec64ed2d60384498fa39e48f5.jpg,ASUL031921_04_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031919_03_print.jpg,Unguiculariopsis_lettaui,ASUL031919_03_print.jpg,8bcfe71254fd13c1a32ee593b33a71a5.jpg,ASUL031919_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031852_03_print.jpg,Unguiculariopsis_lettaui,ASUL031852_03_print.jpg,b9d516bbe4548082f8821e083cb3460f.jpg,ASUL031852_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031876_03_print.jpg,Unguiculariopsis_lettaui,ASUL031876_03_print.jpg,4b70fa4b721e4765748a8a5daf4cc972.jpg,ASUL031876_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031928_03_print.jpg,Unguiculariopsis_lettaui,ASUL031928_03_print.jpg,6b5701cfa295793530d7f69c3aaeab11.jpg,ASUL031928_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031943_03_print.jpg,Unguiculariopsis_lettaui,ASUL031943_03_print.jpg,c681d6bfb13a0c81b5b63d87c680421d.jpg,ASUL031943_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031922_03_print.jpg,Unguiculariopsis_lettaui,ASUL031922_03_print.jpg,91f3777c41799fbeb1739e095d0b86bc.jpg,ASUL031922_03_print.jpg
Unguiculariopsis lettaui,https://lichenportal.org/imglib/lichens/ASU_Lichens/ASUL031/ASUL031906_04_print.jpg,Unguiculariopsis_lettaui,ASUL031906_04_print.jpg,130a9bc82ff9af1ef23269ca3b46195a.jpg,ASUL031906_04_print.jpg
Psora crenata,https://static.inaturalist.org/photos/291550/medium.jpg,Psora_crenata,medium.jpg,115c8fdec6c9fe0aee86954610d144a6.jpg,medium.jpg
Psora crenata,https://static.inaturalist.org/photos/596076/medium.jpg,Psora_crenata,medium.jpg,1472e92992d2a4298d9cd512ed6e86c3.jpg,medium.jpg
Psora crenata,https://inaturalist-open-data.s3.amazonaws.com/photos/640519/medium.jpg,Psora_crenata,medium.jpg,c21541ed696eb09903a38c74d999b6c6.jpg,medium.jpg
Caloplaca eugyra,https://inaturalist-open-data.s3.amazonaws.com/photos/756940/medium.JPG,Caloplaca_eugyra,medium.JPG,0b1208a5f0bca4266513b631b1744a50.JPG,medium.JPG
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/56688168/medium.jpg,Teloschistes_chrysophthalmus,medium.jpg,ad1a94dd6dae299184b65b762b94b604.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/1437717/medium.jpg,Teloschistes_exilis,medium.jpg,553f31006d431641a163db28731da724.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/1440179/medium.jpg,Teloschistes_exilis,medium.jpg,2cbcbe260eb638be919f33459ceff9f4.jpg,medium.jpg
Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/1607387/medium.jpg,Ramalina_celastri,medium.jpg,8b895ae769aa3f80918852bdfbd8b898.jpg,medium.jpg
Punctelia bolliana,https://inaturalist-open-data.s3.amazonaws.com/photos/1607390/medium.jpg,Punctelia_bolliana,medium.jpg,1e5c84dde45f2e63a5ff2578f4c1b152.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/1607389/medium.jpg,Teloschistes_exilis,medium.jpg,be1d6a6bea5cd371bc870c08622566b0.jpg,medium.jpg
Usnea trichodea,https://inaturalist-open-data.s3.amazonaws.com/photos/1720816/medium.jpg,Usnea_trichodea,medium.jpg,e8a1867bcd23a35d43ae40603bd5fb6c.jpg,medium.jpg
Usnea trichodea,https://static.inaturalist.org/photos/1730158/medium.jpg,Usnea_trichodea,medium.jpg,b3e86a856da5093e1291f7cd63a68728.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/1771980/medium.jpg,Teloschistes_exilis,medium.jpg,3b5e7c85ce1a53627393d4609d97e5f2.jpg,medium.jpg
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/1772330/medium.jpg,Teloschistes_chrysophthalmus,medium.jpg,e4b91b66d88f7d1af96aa898b78e2072.jpg,medium.jpg
Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/2610123/medium.jpg,Ramalina_celastri,medium.jpg,0d0a89cca9a0cdcf63718f46b30c6e42.jpg,medium.jpg
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/2610134/medium.jpg,Teloschistes_chrysophthalmus,medium.jpg,6ca127b52ea83c3364f93bf9b7750e17.jpg,medium.jpg
Psora crenata,https://inaturalist-open-data.s3.amazonaws.com/photos/2646635/medium.jpg,Psora_crenata,medium.jpg,758fe9f776204eb75fe9a9a933881e46.jpg,medium.jpg
Psora crenata,https://inaturalist-open-data.s3.amazonaws.com/photos/2647329/medium.jpg,Psora_crenata,medium.jpg,0ed415a9f9caea91a3c8696cdc4ba1d5.jpg,medium.jpg
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/2611263/medium.jpg,Teloschistes_chrysophthalmus,medium.jpg,2b83403845e3b2c570cae1c139ab369f.jpg,medium.jpg
Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/2849373/medium.jpeg,Ramalina_celastri,medium.jpeg,116de6aa42a390d75d00fcae1b983b53.jpeg,medium.jpeg
Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/3002414/medium.JPG,Ramalina_celastri,medium.JPG,001f4f0ccac4a669ce8fc652f732308e.JPG,medium.JPG
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/3002417/medium.JPG,Teloschistes_exilis,medium.JPG,a99a4890b6bf8de146bf5fc59e4c18e0.JPG,medium.JPG
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/3002531/medium.JPG,Teloschistes_chrysophthalmus,medium.JPG,2a2c77e0f9b471650937f58700f72b3f.JPG,medium.JPG
Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/3002533/medium.JPG,Ramalina_celastri,medium.JPG,7daa99d74f074672b184def2a2e1a387.JPG,medium.JPG
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/3405234/medium.JPG,Teloschistes_chrysophthalmus,medium.JPG,673d8bbe820bedb6df2dade51fc0e20e.JPG,medium.JPG
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/3562241/medium.JPG,Teloschistes_chrysophthalmus,medium.JPG,d6c42cc527e747c98a844990ece06f53.JPG,medium.JPG
Usnea strigosa,https://inaturalist-open-data.s3.amazonaws.com/photos/3576501/medium.jpg,Usnea_strigosa,medium.jpg,48f8b713fb9d7277d92ab1116ecaae64.jpg,medium.jpg
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/3576508/medium.JPG,Teloschistes_chrysophthalmus,medium.JPG,a89387ef69d81561fe49ee2959f82627.JPG,medium.JPG
Psora pseudorussellii,https://inaturalist-open-data.s3.amazonaws.com/photos/3577816/medium.JPG,Psora_pseudorussellii,medium.JPG,bc1d094d8d71ee9d35de004b649dc4ed.JPG,medium.JPG
Psora crenata,https://static.inaturalist.org/photos/4535899/medium.jpeg,Psora_crenata,medium.jpeg,714d1494521a257d5a315c99bf91b55e.jpeg,medium.jpeg
Flavoparmelia caperata,https://static.inaturalist.org/photos/4583864/medium.jpeg,Flavoparmelia_caperata,medium.jpeg,dd43f682b56f8296565107ef91e8d849.jpeg,medium.jpeg
Teloschistes exilis,https://static.inaturalist.org/photos/4729741/medium.jpeg,Teloschistes_exilis,medium.jpeg,29cbeaf3429278799fbd3580c5e22511.jpeg,medium.jpeg
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/4912825/medium.jpeg,Teloschistes_chrysophthalmus,medium.jpeg,c2d7b65222a8b4b0d90125ff0e0ce3d6.jpeg,medium.jpeg
Teloschistes exilis,https://static.inaturalist.org/photos/5364513/medium.jpeg,Teloschistes_exilis,medium.jpeg,9c69638bbe23b1cefddf913065073b53.jpeg,medium.jpeg
Psora crenata,https://inaturalist-open-data.s3.amazonaws.com/photos/5418974/medium.jpg,Psora_crenata,medium.jpg,637c1af50c27c55901323d411d6ef867.jpg,medium.jpg
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/5437946/medium.jpg,Teloschistes_chrysophthalmus,medium.jpg,bdb36bfd55ecc31e5af111fde8920c5a.jpg,medium.jpg
Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/5437961/medium.jpg,Ramalina_celastri,medium.jpg,3e61ad582f972d1221ac1d805fb602a6.jpg,medium.jpg
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/5839177/medium.jpg,Teloschistes_chrysophthalmus,medium.jpg,ef1a0029804af2ee9455063c29171481.jpg,medium.jpg
Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/5839192/medium.jpg,Ramalina_celastri,medium.jpg,e35c5a9476c369ea62a4a96a862e93db.jpg,medium.jpg
Usnea trichodea,https://inaturalist-open-data.s3.amazonaws.com/photos/6097989/medium.jpg,Usnea_trichodea,medium.jpg,001f0fc5e0cad1a9f696f7d041457bc0.jpg,medium.jpg
Teloschistes chrysophthalmus,https://inaturalist-open-data.s3.amazonaws.com/photos/6100852/medium.jpg,Teloschistes_chrysophthalmus,medium.jpg,e1b033e75c89d0fc93fd41c4fb7d418e.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/6100858/medium.jpg,Teloschistes_exilis,medium.jpg,ac4bd3f55e2180ef5b77b463ed378392.jpg,medium.jpg
Robergea albicedrae,https://inaturalist-open-data.s3.amazonaws.com/photos/6107105/medium.jpg,Robergea_albicedrae,medium.jpg,3df388377a5f2004e5fade8d7cd96c4e.jpg,medium.jpg
Robergea albicedrae,https://inaturalist-open-data.s3.amazonaws.com/photos/6110577/medium.jpg,Robergea_albicedrae,medium.jpg,0fd2f0981a00ee464951aeec0cff8a8f.jpg,medium.jpg
Usnea trichodea,https://inaturalist-open-data.s3.amazonaws.com/photos/6110593/medium.jpg,Usnea_trichodea,medium.jpg,32d0022e7c080f4030dea11579d71094.jpg,medium.jpg
Usnea trichodea,https://inaturalist-open-data.s3.amazonaws.com/photos/6113898/medium.jpg,Usnea_trichodea,medium.jpg,dc3b299e9634c6e17855df343613f95c.jpg,medium.jpg
Ramalina peruviana,https://inaturalist-open-data.s3.amazonaws.com/photos/6114109/medium.jpg,Ramalina_peruviana,medium.jpg,13c86bbdaf873630892dc7f54ffc3a01.jpg,medium.jpg
Usnea cirrosa,https://inaturalist-open-data.s3.amazonaws.com/photos/6117918/medium.jpg,Usnea_cirrosa,medium.jpg,a88ee9273e47cccba73d409cc21efc35.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/6120991/medium.jpg,Teloschistes_exilis,medium.jpg,74fdc0c0d7964359c6d0f8f00a1b822a.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/6197873/medium.jpg,Teloschistes_exilis,medium.jpg,a46dc962ace57965c6d686fb9f0544c3.jpg,medium.jpg
Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/6199081/medium.jpg,Ramalina_celastri,medium.jpg,092c6b31571400e71356f64dc431af03.jpg,medium.jpg
Parmotrema submarginale,https://inaturalist-open-data.s3.amazonaws.com/photos/6217509/medium.jpeg,Parmotrema_submarginale,medium.jpeg,69849bab8e922ce3465ad5ab3e205ee7.jpeg,medium.jpeg
Ramalina complanata,https://inaturalist-open-data.s3.amazonaws.com/photos/6231692/medium.jpg,Ramalina_complanata,medium.jpg,5fbdbc555f26a5b2fda324d9d3ae7345.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/6314981/medium.jpeg,Teloschistes_exilis,medium.jpeg,706e562effd00f73c6a9f2cab3ac032f.jpeg,medium.jpeg
Xanthoria parietina,https://inaturalist-open-data.s3.amazonaws.com/photos/6316479/medium.jpeg,Xanthoria_parietina,medium.jpeg,0e1030f36f58eda36595b77fe51614c0.jpeg,medium.jpeg
Teloschistes exilis,https://static.inaturalist.org/photos/6322946/medium.jpg,Teloschistes_exilis,medium.jpg,9abf2215a280609b0984027ae9803c53.jpg,medium.jpg
Ramalina celastri,https://inaturalist-open-data.s3.amazonaws.com/photos/6338588/medium.jpg,Ramalina_celastri,medium.jpg,ad3cd18d9c2a55133df14f38e73ec5ee.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/6439991/medium.jpg,Teloschistes_exilis,medium.jpg,202a655b3075270b39bf0fbd7098ce97.jpg,medium.jpg
Robergea albicedrae,https://inaturalist-open-data.s3.amazonaws.com/photos/6463050/medium.jpg,Robergea_albicedrae,medium.jpg,093dd527ec9481b2e0834af15daf0b06.jpg,medium.jpg
Robergea albicedrae,https://inaturalist-open-data.s3.amazonaws.com/photos/6502903/medium.jpg,Robergea_albicedrae,medium.jpg,7459414c375213c1cbe75a56979d6640.jpg,medium.jpg
Psora pseudorussellii,https://inaturalist-open-data.s3.amazonaws.com/photos/6644516/medium.jpg,Psora_pseudorussellii,medium.jpg,e09c1569394b5ec8e9496a451007c1ae.jpg,medium.jpg
Teloschistes exilis,https://inaturalist-open-data.s3.amazonaws.com/photos/6722464/medium.jpg,Teloschistes_exilis,medium.jpg,750d68e0e6e8a9e704d11ce8760ed33f.jpg,medium.jpg
Ramalina americana,https://inaturalist-open-data.s3.amazonaws.com/photos/6722466/medium.jpg,Ramalina_americana,medium.jpg,b97a8ed866b687e12f53c2dc21d18603.jpg,medium.jpg
Robergea albicedrae,https://inaturalist-open-data.s3.amazonaws.com/photos/6851386/medium.jpg,Robergea_albicedrae,medium.jpg,9c89caebaea328fff00f4788cdab2488.jpg,medium.jpg
Protoparmeliopsis muralis,https://inaturalist-open-data.s3.amazonaws.com/photos/7057708/medium.jpeg,Protoparmeliopsis_muralis,medium.jpeg,fa59b7c7b6fdb88ae26d01d315a9efce.jpeg,medium.jpeg
